"joy","sadness","disgust","contempt","anger","fear","surprise","valence","engagement","smile","innerBrowRaise","browRaise","browFurrow","noseWrinkle","upperLipRaise","lipCornerDepressor","chinRaise","lipPucker","lipPress","lipSuck","mouthOpen","smirk","eyeClosure","lidTighten","jawDrop","dimpler","eyeWiden","cheekRaise","lipStretch","age","gender"
0.0018271695589646697,0.023894574493169785,0.4258521795272827,0.19274629652500153,0.0019812441896647215,0.004565253853797913,0.19401699304580688,0,0.07941444963216782,3.9918455740917125e-7,0.000050216556701343507,0.034793756902217865,0.0000011324913202770404,0.000003736827466127579,0.000010691705938370433,0.0019925334490835667,0.04089463874697685,0.0071308366023004055,0.019996371120214462,0.004342608153820038,0.0049692923203110695,0.0035651628859341145,4.022066013575909e-10,0.00017953453061636537,0.1901688426733017,0.012489452958106995,0.12941418588161469,0.00025162502424791455,0.00736510194838047,1,1
0.0013668601168319583,0.019175833091139793,0.4260605275630951,0.19529271125793457,0.0012653415324166417,0.0033692566212266684,0.30171331763267517,0,0.14975450932979584,0.00004515658292802982,0.0003385242016520351,8.916142463684082,0.0000015377942190752947,6.493496584880631e-7,0.000004014555997855496,0.001226332038640976,0.010680930688977242,0.010533149354159832,0.04984667897224426,0.0017829607240855694,0.026915589347481728,0.12736110389232635,2.402770462595072e-7,0.0003000724536832422,0.137253537774086,0.008123809471726418,0.0341700054705143,0.0005303584039211273,0.0072266398929059505,1,1
0.001776551827788353,0.02322893775999546,0.42594680190086365,0.1984882652759552,0.0019061939092352986,0.004535169806331396,0.2024301290512085,0,0.08443023264408112,0.0000420925352955237,0.00011326435196679085,0.903410017490387,4.813524014934956e-7,7.895771432231413e-7,9.225142321156454e-7,0.0008962488500401378,0.012138333171606064,0.014447405934333801,0.03041849471628666,0.005292315036058426,0.02292674407362938,0.2804180085659027,0.000002437399871269008,0.0002596089616417885,0.0368337444961071,0.011709083802998066,0.3013112545013428,0.0008841210510581732,0.008334091864526272,1,1
0.001803877647034824,0.023516610264778137,0.4256945252418518,0.19315804541110992,0.001954049104824662,0.004594143480062485,0.19808486104011536,0,0.08157149702310562,0.000003335536348458845,0.00010931456927210093,0.42832574248313904,5.0882852065115e-7,0.000001036664798448328,0.0000026280386009602807,0.0026195861864835024,0.022862480953335762,0.007128579542040825,0.009696735069155693,0.0117738526314497,0.0076746209524571896,0.023689374327659607,1.3893203743009508e-7,0.0002805328695103526,0.15112169086933136,0.0029977476224303246,0.3120148181915283,0.0006192552391439676,0.0023474562913179398,1,1
0.0018126118229702115,0.023672666400671005,0.4254467785358429,0.19283565878868103,0.0019638007506728172,0.004565788898617029,0.19671109318733215,0,0.08071247488260269,0.0000015163025182118872,0.00012719223741441965,0.27977606654167175,5.780449896519713e-7,0.0000011492816156533081,0.0000073494447860866785,0.00533360755071044,0.02031899057328701,0.005697291344404221,0.007653865031898022,0.023074090480804443,0.005945500917732716,0.00793410837650299,4.053374524914943e-9,0.0002546415780670941,0.21991167962551117,0.0015861656283959746,0.22413693368434906,0.00038734613917768,0.0016356665873900056,1,1
0.0018191440030932426,0.023767245933413506,0.42539140582084656,0.19273142516613007,0.001973898382857442,0.004544958937913179,0.1961824893951416,0,0.08013739436864853,6.435741966015485e-7,0.00015693205932620913,0.16923798620700836,6.722291345795384e-7,0.0000018756040844891686,0.000009183993824990466,0.015203273855149746,0.033424608409404755,0.004359766375273466,0.0060621569864451885,0.025446774438023567,0.004865418188273907,0.0028386672493070364,4.847158763254811e-8,0.000241137677221559,0.37707799673080444,0.001412494690157473,0.1955489218235016,0.00025775894755497575,0.001820277189835906,1,1
0.001823816797696054,0.023854603990912437,0.42566075921058655,0.19271107017993927,0.0019761305302381516,0.004513618536293507,0.19584274291992188,0,0.07967857271432877,3.2441099051538913e-7,0.00017596148245502263,0.09552612900733948,4.867283109888376e-7,0.000004447981609700946,0.00001799298115656711,0.018475355580449104,0.026689359918236732,0.006640076171606779,0.004521468188613653,0.015496788546442986,0.013273237273097038,0.0018385011935606599,3.895280487054009e-10,0.00019308341143187135,0.49148696660995483,0.0004710607754532248,0.14056412875652313,0.0002008515875786543,0.0013655949151143432,1,1
0.0018247648840770125,0.023893140256404877,0.4259759485721588,0.19269877672195435,0.0019720864947885275,0.004423076286911964,0.19752156734466553,0,0.07973425090312958,3.0341959700308507e-7,0.00017081988335121423,0.09360557794570923,7.04347655755555e-7,0.000004359072590887081,0.00003525650390656665,0.03467610105872154,0.028263486921787262,0.012509549967944622,0.005012985784560442,0.009810772724449635,0.038397643715143204,0.001239338773302734,5.011850046088284e-9,0.00022490357514470816,0.9211975932121277,0.0006934518460184336,0.0831904262304306,0.0002177612914238125,0.0014819304924458265,1,1
0.0018247092375531793,0.023886626586318016,0.42631328105926514,0.192696213722229,0.0019681784324347973,0.004356096498668194,0.19923295080661774,0,0.08002189546823502,2.7466313667900977e-7,0.00009946250065695494,0.11222466081380844,0.000001056184146364103,0.000010051652679976542,0.000057262594054918736,0.04745081439614296,0.02668134681880474,0.01632903702557087,0.0017049266025424004,0.006270971614867449,0.0702330693602562,0.0011130108032375574,7.422863745887298e-8,0.0002822993556037545,1.2795017957687378,0.00016641453839838505,0.058437280356884,0.00044134535710327327,0.001229865476489067,1,1
0.0018155408324673772,0.023736853152513504,0.4265224039554596,0.1927051991224289,0.001954250270500779,0.004303948953747749,0.202412411570549,0,0.08113779872655869,4.556927137855382e-7,0.000052727478760061786,0.2804734408855438,0.0000010259952887281543,0.00000831920169730438,0.00005801842416985892,0.05930795520544052,0.023137757554650307,0.01373932883143425,0.005914280191063881,0.005606791004538536,0.09602043032646179,0.0015534649137407541,3.82630105377757e-8,0.00022145392722450197,1.5980312824249268,0.0002902079722844064,0.1022339016199112,0.0005400364170782268,0.001259991549886763,1,1
