,Unnamed: 0,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,lidTighten,jawDrop,dimpler,eyeWiden,cheekRaise,lipStretch,joy,sadness,disgust,contempt,anger,fear,surprise,valence,engagement,timestamp,userId,num,part,age
0,mean,0.944979600113836,0.007321277095471942,12.93146048187674,0.00024683399754135503,0.0012649747735258574,6.469341239947584,2.5086694052840848,3.1861989499592327,0.4034618951297427,3.431350157521292,8.75637776536304,13.019980271455367,0.004790492813248702,1.7947837927860926,96.02118304767441,0.005784952531961243,7.044514619156541,10.172959757408883,3.0156421848754085,0.6664412848842445,0.9088811670012292,0.7394639870710421,0.016300018629606304,1.9774310719979045,0.18901935913566967,0.03745866184773716,0.07622998376720493,4.2072438668778345,-5.051303130467381,15.784402042918543,36.19641814159291,Lahiru_23_male,1.0,M,1
1,mean,0.00022311431940639346,0.0015902150124575865,12.212349918659426,0.00024746733363494164,0.0030438015917585623,0.9179545880269082,4.922061513478297,6.981728625332067,3.2271820859307168,6.685234905789069,11.868653554270836,11.170801707731547,0.0017375375719311118,2.7334604888323004,96.43080991301608,0.0042016050996247795,13.465878253003366,13.430320039876662,0.00043860101604336786,0.3639559218469485,1.032074836461812,0.0019481137934927266,0.016667190485866814,0.5893356484034966,0.19270667169330208,0.3900088815213527,0.0031321213244998123,4.062982599295808,-7.817431715774405,14.007695500970788,82.01427922971122,Lahiru_23_male,1.0,A,1
2,mean,0.5851847695689467,0.005255941472470356,12.794181107643347,0.00023575787813662202,0.001990641786648114,4.346482578196746,3.1896834765015805,4.29926792599694,1.3934355770633835,4.346006002882046,9.367792390556028,11.779786144623976,0.0035448761294664057,2.2039818339788777,96.15830924325884,0.005067156203602522,8.846890571621937,10.769219565667957,1.8673935981718743,0.5382502666689355,0.9055558211243444,0.4585773332356053,0.01657079445339935,1.4414473817464746,0.1904219872287244,0.15273546123565887,0.048412066487488935,4.056534460255,-5.72275794624738,14.642885736709454,49.79892831050226,Lahiru_23_male,2.0,M,1
3,mean,0.25058888403034346,0.25283383404524096,10.394884944221127,0.00748687347008982,0.07730878178130071,2.349884987326305,9.57406342165815,3.080714587119937,2.0152702745684974,3.7064956104700366,11.228260665123718,6.70974036517771,0.2825887979006091,8.721936645300934,96.22780976477104,0.00708599402172342,7.494727268241483,9.634930038424546,2.5072393253496994,4.372869525300399,2.0332989692052257,0.19728995957382187,0.029729186809433407,1.0889830523949393,0.4490211050009587,0.08865032738162308,0.2260624949643127,3.796687229457104,-7.349686378884718,13.669061160138847,115.96449902267427,Lahiru_23_male,2.0,A,1
4,mean,0.22444546251023195,0.2372477542091514,11.08058079306277,0.11766496927793955,0.07301037277558885,2.119239458959685,12.559441489766927,2.798391159598248,1.913271281787757,3.362435179195808,10.812781990796397,7.03885294280629,0.2785947364927765,8.725976003343185,94.63369810857212,0.02468169758898797,7.5582820410742535,8.983723703937773,2.2556340392958645,4.150635530107213,1.8370820405217647,0.17680723331136675,0.04238808737165641,1.0303618186217467,0.4408158238136067,0.09411612711657316,0.2026122578923073,4.322070121748526,-9.253248471972151,15.38572478720381,129.70161379551837,Lahiru_23_male,3.0,M,1
5,mean,2.009562886604681,0.18519958583706086,11.330839255892364,0.08400879108787156,0.05512757820757438,2.1362734920781845,14.387202920725475,2.673038113811137,2.9033603763675004,2.8298423359755405,8.59179073235571,8.365336082845117,0.20871318343058626,16.8792435274405,92.913731699674,0.01901460356707918,6.224318048695973,7.1068143998194495,1.5970497201712188,4.132730519473654,3.3041880638138625,1.9530245421845445,0.04000805458441526,0.9434630065216124,0.3609907394167981,0.07661099544094062,0.14416875892532807,3.665012760585767,-8.220958260737406,17.396636368138086,184.12391465378445,Lahiru_23_male,3.0,A,1
6,mean,6.595376155642433,0.1704457589560411,10.475908126102318,0.07731631257317309,0.05106821115398949,2.9517388441809564,13.332749160396553,2.535868235228709,2.673610319976196,2.6543601742216847,8.150558063999693,15.03663265552549,0.1930129977061253,15.591083937275753,93.3370335083905,0.017927953386181267,7.1256295836280525,6.783069116184543,1.470943342792751,6.996912298130398,3.8687058083447137,6.539234458018522,0.03703202158292949,0.9101162805042337,0.3354036568927807,0.0713391280250382,0.13274254816398368,3.669115126706509,-2.9891065107187123,22.00507302821274,200.33434997720016,Lahiru_23_male,4.0,M,1
7,mean,5.5270620262988865,0.17082407673138075,9.908800682746358,0.06480521800865137,0.04343617761189497,2.5667373333165164,16.75942795454247,2.2170504167593066,2.273057581688457,2.2592966932207124,7.369579462367816,13.404680235536555,0.17180749824718108,13.2605356200579,93.33917060083598,0.015335760029653046,6.060249787853659,6.247639599149719,1.2370288996529095,5.87569750207556,3.2480175271467773,5.480058718985085,0.042347642306260855,0.8461267637107533,0.3212184648545223,0.06298535396706831,0.11166801728788972,3.2185084791589014,-5.853228857530973,21.80091476610324,240.56551012609853,Lahiru_23_male,4.0,A,1
8,mean,0.00018505083622132995,0.319006817925091,6.9983529327926455,0.0011376496819331268,0.6745415131801021,0.08481640487741578,0.046732765075088466,0.7131552233224551,4.945969482462719,4.767795392265106,27.228036377744218,2.5624685919719647,0.07041988511160245,1.4251538426130776,97.28161903628686,0.09188938932515102,13.740436902311234,13.06096892507712,0.4793068184525498,1.9648532374982712,6.694016321650077,0.0018107025545188273,0.0162586240318282,0.7427631978263749,0.1941946802888428,0.08002590160233433,0.007689000408505248,2.9030181893758344,-6.5774627898046365,19.246221037521178,37.964057356608464,Kavindu__19_m,1.0,M,1
9,mean,0.00292075221230686,0.07335188720177295,2.139370027787753,0.0003919319258895658,0.04995204348814072,6.232387042551948e-05,0.3890427216516727,1.7081467712795415,0.9136823390112973,0.4744120773354787,10.060910673870556,0.04378570228363152,0.018096604952457258,0.20121107779539585,97.49537507817986,0.037469788679978654,1.4883224051069008,8.238524035582586,7.121699309287427e-05,0.038098625074367655,0.34079946217111123,0.0017782037027031078,0.02170186291626665,0.3882055798414676,0.1930119148800882,0.06523140947098162,0.004225724984583016,0.5237015848414281,-2.4710002867023597,5.744845077077326,83.6509011235955,Kavindu__19_m,1.0,A,1
10,mean,0.0010872224324540599,0.21669530033460094,4.936268285190612,0.0009218677551218414,0.4228512582481305,0.05108896339160999,0.1582477621482086,1.0034441244947203,3.2843123194494885,3.02977030326236,19.755338565243974,1.5659276447964092,0.0506100167866677,1.016806182901058,97.41300497541914,0.07086532811913744,9.160724782138642,10.617033736507231,0.2886387911518479,1.1981414303153293,4.144707677529924,0.0018008287776070692,0.018561968638046843,0.6084987639864506,0.1937473864370101,0.07010268934499414,0.00629348731102981,1.9376453087293168,-4.7858260397941965,13.578123851933773,51.068849099099104,Kavindu__19_m,2.0,M,1
11,mean,0.06261992228114502,0.6301654513213178,5.9146437627261195,0.02333951703611561,0.29589246542173103,0.021831130909154745,1.1957178667886972,4.034026213593399,10.374757537564752,6.8848743288439325,17.427680781016978,1.2598979313283416,0.08526081206013007,1.854807550000117,94.55072892953241,0.11026238209597393,12.61879598588045,14.678232900459626,0.8365089869224861,1.560716858221775,4.212002304349607,0.04211929444207909,0.0945719350417788,0.6120685159134008,0.1921467994611224,0.2148140758084697,0.13159072181285114,1.6201774226190253,-6.955137165471443,17.083414758043528,117.53723018147087,Kavindu__19_m,2.0,A,1
12,mean,0.9155272729798658,0.5735568152364214,8.25545424998872,0.02300336559457823,0.26882687911288194,0.05538538935598488,1.0749903732043735,3.707467956509304,12.903865509053487,8.191378075528574,18.065875278119236,3.604253942441464,1.2469451164225516,2.4461783612237404,93.25340099726161,0.1356319346046278,14.36278740727984,15.684872673415748,1.8592166045190448,5.108484553486089,3.923688631877172,0.7696687673869363,0.08452191429903241,1.0035844460899643,1.2510086938151104,0.1960613178325692,0.1173910685469282,3.0274365035450987,-5.351783670342585,22.59575523383913,132.92114590947418,Kavindu__19_m,3.0,M,1
13,mean,0.6441310308429112,0.4914433487620651,6.451533209514527,0.017227582839619986,0.3854166027774719,0.038968168702868684,0.9129793960670238,2.7650435602818657,9.7333404018985,6.315662688608742,13.943715574010358,2.5483232770097546,0.91193602998833,2.003228537242202,94.27110056625376,0.10630122037530647,10.752884551202794,12.244703815546195,1.3078308870633724,3.8228967387261057,3.4200007489180173,0.5418906579254558,0.06650655775515665,1.0165404647510736,0.9379940155629716,0.14281925769006593,0.08397186929322109,2.3118646308670687,-4.290955917065161,16.850744253312126,187.99621356535442,Kavindu__19_m,3.0,A,1
